company_name,contact,address,city,state,zip,country,phone,email,fax,notes,operations,commodities,url
Sun Belle Inc,,3150 V Street NE,WASHINGTON,DC,20018,USA,(202) 832-3900,salesdc@sun-belle.com,(202) 832-3903,,"Broker, Distributor, Exporter, Importer, Sales Agency, Shipper, Produce,","Asparagus, Baby Lettuce, Baby Vegetables, Belgian Endive, Blackberries, Blueberries, Celery Root, Chili, Clementine, Cucumbers, Currants, Dates, Eggplant, Endive, Endive, Flowering Kale, French Beans, Fruits, Garlic, Ginger, Gooseberry, Green Peas, Herbs, Hothouse Tomato, Hydroponic, Mangoes, Mushrooms, Organic, Papayas, Pearl Onion, Peppers, Peppers, PMA Member, Radicchio, Radishes, Raspberries, Rhubarb, Salsify, Shallots, Snowpeas, Star Fruit (Carambola), Strawberries, Tofu, Tomatoes, Tropical Fruits, Vegetables,",
Sun Fresh International LLC,,PO Box 3124,VISALIA,CA,93278-3124,USA,(559) 734-5550,darrel@sunfreshintl.com,(559) 734-5571,,"Exporter, Importer, Shipper, Produce,","Dried Fruit, Fruits, Grapes, Nectarines, Peaches, Plums, Raisins, Vegetables,",
Sun Orchard Fruit Company,,PO BOX 40,BURT,NY,14028-0040,USA,(716) 778-8544,steve@sunorchardapples.com,(716) 778-8545,,"Cold Storage, Packer, Shipper, Produce,","Apples,",Http://www.sunorchardapples.com
SunFed,,PO Box 4191,RIO RICO,AZ,85648-4191,USA,(520) 761-6817,aadams@sunfed.net,(520) 761-1446,,"Distributor, Grower, Shipper, Produce,","Cantaloupes, Cucumbers, Grape Tomatoes, Grape Tomatoes, Green Beans, Honeydew Melons, Hothouse Peppers, Organic, Peppers, PMA Member, Squash, Watermelons, Zucchini,",Http://www.sunfed.net
Sunny Valley International Inc,,"800 Ellis Mill Rd, Ste A",GLASSBORO,NJ,08028-3203,USA,(856) 881-0200,,(856) 881-7232,,"Broker, Exporter, Importer, Shipper, Produce,","Apples, Asparagus, Blueberries, Cherries, Citrus Fruits, Clementine, Cranberries, Fruits, Grapes, Kiwi, Nectarines, Peaches, Pears, Plums, PMA Member, Vegetables,",Http://www.sunnyint.com
Sunnydale Farms Inc,,W9751 COUNTY ROAD I,BRYANT,WI,54418-9768,USA,(715) 627-7401,sunnydaleseed@yahoo.com,(715) 627-4114,,"Grower, Shipper, Produce,","Potatoes, Seed Potatoes,",
Sunnyside Packing Co (Inc),,PO BOX 828,SELMA,CA,93662-0828,USA,(559) 896-7200,brad@sunnysidepacking.com,(559) 896-5511,,"Cold Storage, Packer, Shipper, Produce,","Cherry Tomatoes, Cucumbers, Eggplant, Figs, Fruits, Green Beans, Onions, Organic, Oriental Vegetables, Peppers, Squash, Vegetables, Zucchini,",
Sweet Ones Inc,,PO Box 147,BRADLEY,MI,49311-0147,USA,(616) 318-4618,sweetonesinc@hotmail.com,(269) 792-2619,,"Broker, Packer, Shipper, Produce,","Blueberries, Cabbage, Cantaloupes, Carrots, Fruits, Onions, Peppers, Squash, Vegetables, Watermelons,",
T. D. Produce Sales,,5301 Office Park Dr Ste 315,BAKERSFIELD,CA,93309,USA,(661) 328-9700,tom@tdproduce.com,(661) 328-9797,,"Buying Broker, Broker, Distributor, Grower, Shipper, Produce,","Beets, Cabbage, Fruits, Grapes, Onions, Potatoes, Rutabaga, Seed Potatoes, Stone Fruit, Turnips, Vegetables,",
T. D. Produce Sales,,"5301 Office Park Dr, Ste 315",BAKERSFIELD,CA,93309-0677,USA,(661) 328-9700,tom@tdproduce.com,(661) 328-9797,,"Distributor, Shipper, Produce,","Potatoes,",
Tan-O-on Marketing Inc,,7110 2nd St NW Ste 104,ALBUQUERQUE,NM,87107,USA,(505) 232-4444,scasey@tmipotatoes.com,(505) 232-4445,,"Buying Broker, Broker, Shipper, Produce,","PMA Member, Potatoes,",Http://www.tmipotatoes.com
Tan-O-on Marketing Inc,,645 W Cagney Dr,MERIDIAN,ID,83646,USA,(208) 884-2439,,(208) 445-2021,,"Buying Broker, Broker, Shipper, Produce,","Onions, Potatoes,",
Tat-On Inc,,PO BOX 938,MOSES LAKE,WA,98837-0142,USA,(509) 765-2920,,(509) 766-1206,,"Buying Broker, Broker, Grower, Sales Agency, Shipper, Produce,","Apples, Dried Beans, Mixed Vegetables, Onions, Potatoes, Sweet Corn,",
Tavilla Sales Co of Los Angeles,,1651 E Bay St,LOS ANGELES,CA,90021-1635,USA,(213) 622-4435,raul@visionimportgroup.com,(213) 622-0004,,"Broker, Commission Merchant, Distributor, Importer, Repacker, Shipper, Produce,","Anaheim, Beets, Chayote, Chili, Cilantro, Citrus Fruits, Coconuts, Fruits, Garlic, Ginger, Grapefruit, Guava, Habanero Chili, Jalapeño Pepper, Jicama, Limes, Limes, Lychee, Mangoes, Okra, Oranges, Parsnips, Pasilla, Passion Fruit, Peppers, Peppers, Plantain, PMA Member, Potatoes, Radishes, Rambutan, Rutabaga, Serrano, Star Fruit (Carambola), Tangerines, Tomatillo, Tomatoes, Tropical Fruits, Turnips, Vegetables,",Http://www.tavillasales.com
Tavilla Sales Company of Los Angeles,,PO BOX 6752,PHOENIX,AZ,85005,USA,(602) 256-7783,maureen@tavillasales.com,(602) 393-1808,,"Broker, Commission Merchant, Distributor, Exporter, Food Service, Importer, Jobber, Packer, Repacker, Shipper, Produce,","Chili, Limes, Mangoes, Onions, Peppers, Potatoes,",Http://www.tavillasales.com
"Thomas & Sons, James C",,1 FULTON ST,LUZERNE,PA,18709-1432,USA,(570) 288-3681,,(570) 288-2266,,"Food Service, Jobber, Repacker, Shipper, Produce,","Tomatoes,",
Thomas Produce Sales Inc,,PO BOX 998,NOGALES,AZ,85628-0998,USA,(520) 281-4788,,(520) 281-2703,,"Buying Broker, Shipper, Produce,","Cherry Tomatoes, Cucumbers, Grapes, Green Beans, Melons, Mixed Vegetables, Peppers, Tomatoes,",
Thompson Brothers dba TBCS Inc,,6935 HWY 18,PARK RIVER,ND,58270-9352,USA,(701) 284-6701,,(701) 284-6702,,"Buying Broker, Grower, Shipper, Produce,","Dried Beans, Potatoes, Seed Potatoes,",
Tomahawk Produce,,PO Box 3077,SHELL BEACH,CA,93448-3077,USA,(805) 773-1021,,(805) 773-1001,,"Broker, Exporter, Grower, Shipper, Produce,","Green Peas, Snowpeas, Squash,",
Tri-Boro Fruit Co Inc,,2500 S FOWLER AVE,FRESNO,CA,93725-9308,USA,(559) 486-4141,asturges@faziomarketing.com,(559) 486-7627,,"Grower, Packer, Shipper, Produce,","Grapes,",Http://www.triborofruit.com
Trigent Marketing Inc,,16515 s 40th St,PHOENIX,AZ,85048,USA,(480) 838-8644,paul@trigentmarketing.com,(480) 838-5507,,"Broker, Distributor, Shipper, Produce,","Citrus Fruits, Fruits, Lettuce, Melons, Vegetables, Watermelons,",
Tri-Winner Irving Acres,,PO BOX 1289,PRESQUE ISLE,ME,04769-1289,USA,(207) 768-3008,,(207) 768-3039,,"Broker, Grower, Shipper, Produce,","Blueberries, Broccoli, Potatoes, Seed Potatoes,",
Tri-Winner Irving Acres,,PO BOX 1289,PRESQUE ISLE,ME,04769-1289,USA,,,(207) 768-3039,,"Broker, Shipper, Produce,","Potatoes, Seed Potatoes,",
"Trucco Inc, A J",,NYC Term Mkt Row C,BRONX,NY,10474,USA,(718) 893-3060,info@truccodirect.com,(718) 617-9884,,"Distributor, Importer, Shipper, Produce,","Dried Fruit, Figs, Kiwi, Nuts, Onions,",Http://www.truccodirect.com
United Brokers Co,,6210 NE 92ND DR STE 101,PORTLAND,OR,97220-1341,USA,(503) 251-9936,,(503) 251-9939,,"Broker, Distributor, Exporter, Shipper, Produce,","Citrus Fruits, Fruits, Grapefruit, Limes, Mixed Vegetables, Onions, Tropical Fruits, Tropical Vegetables, Vegetables,",
United Salad Co,,8448 NE 33rd Dr Ste 100,PORTLAND,OR,97211-2105,USA,(503) 288-8300,,(503) 288-0300,,"Pre-Packager, Shipper, Produce,","Apples, Artichokes, Bananas, Brussels Sprouts, Cabbage, Carrots, Cauliflower, Celery, Chili, Citrus Fruits, Cucumbers, Green Onions, Greens, Herbs, Mixed Vegetables, Onions, Potatoes, Pumpkins, Radishes, Romaine, Rutabaga, Saladmix, Spinach, Sweet Corn, Tomatoes, Turnips,",
United Specialty Produce,,2910 Riopelle St,DETROIT,MI,48207-4814,USA,(313) 832-0550,,(313) 832-0915,,"Jobber, Shipper, Wholesaler, Produce,","Anise, Apples, Apricots, Artichokes, Arugula(Garden Rocket), Asian Pear, Asparagus, Atemoya, Baby Artichokes, Baby Beets, Baby Bok Choy, Baby Carrots, Baby Corn, Baby Eggplant, Baby French GreenBeans, Baby Lettuce, Baby Red Banana, Baby Scallopini, Baby Soft Squash, Baby Spinach, Baby Spinach, Baby TearDropTomatoes, Baby Vegetables, Baby Zucchini, Basil, Belgian Endive, Berries, Black Currant, Black Mission Fig, Black Radish, Black Sapote, Blackberries, Blood Orange, Blueberries, Boston/Butterhead, Boysenberry, Broccoflower, Broccoli, Brussels Sprouts, Burdock, Cabbage, Cactus Leaves, Cantaloupes, Carrots, Cauliflower, Celery, Celery Root, Champagne Grape, Chard, Chayote, Cherimoya, Cherries, Chilean Fruit, Chili, Chipotle, Chives, Cilantro, Cipoline, Clementine, Cocktail Avocado, Coconuts, Crab Apple, Cranberries, Cucumbers, Currants, Daikon, Dates, Dehydrated Produce, Dill, Dominico Banana, Dried Cherries, Dried Fruit, Dried Peppers, Edible Flowers, Eggplant, Elephant Garlic, Escarole, Exotic Fruits, Exotic Vegetables, Fava Bean, Figs, French Beans, Fresh Cut, Frisee, Garlic, Gold Beets, Gooseberry, Grapefruit, Grapes, Green Beans, Green Onions, Green Peas, Greens, Guava, Habanero Chili, Herbs, Honeydew Melons, Horseradish, Jalapeño Pepper, Japanese Eggplant, Jerusalem Artichoke, Jicama, Kiwi, Kumquat, Latin Fruit, Latin Vegetables, Leeks, Lemon Grass, Lemons, Lettuce, Limes, Lychee, Mache, Malanga, Mamey Sapote, Mandarin Orange, Mangoes, Melons, Mint, Mushrooms, Nectarines, Nuts, Okra, Onions, Oranges, Oriental Fruits, Oriental Vegetables, Papayas, Peaches, Pears, Peppers, Pineapples, Plums, Poblano, Pomegranates, Potatoes, Pumpkins, Quince, Radicchio, Radishes, Rappini, Raspberries, Raspberries, Red Currant, Rhubarb, Roma, Romaine, Rutabaga, Sage, Saladmix, Serrano, Shallots, Snowpeas, Specialty Fruit, Sprouts, Squash, Star Fruit (Carambola), Strawberries, Sugar Snap Peas, Sweet Corn, Sweet Potatoes, Tamarillo, Tamarindo, Tangelos, Taro Root, Thyme, Tomatoes, Tropical Fruits, Tropical Vegetables, Turnips, Watermelons, Waxed Yucca, White Asparagus, White Sapote, Yellow Flesh Potato, Yucca, Yukon Gold Potato, Zucchini,",
Va. Fork Produce Co Inc,,PO BOX 148,EDENTON,NC,27932-0148,USA,(252) 482-2166,vafork@net-change.com,,,"Grower, Shipper, Produce,","Cabbage, Cantaloupes, Cucumbers, Fresh Cut, Green Beans, Peppers, Potatoes, Squash, Sweet Corn, Watermelons,",
"Vaccaro Inc, Thomas",,300 MIDDLE RD,HAMMONTON,NJ,08037-8905,USA,(609) 561-1909,,(609) 696-3345,,"Buying Broker, Shipper, Produce,","Beets, Blueberries, Broccoli, Cabbage, Cucumbers, Eggplant, Endive, Escarole, Fruits, Green Beans, Green Onions, Green Peas, Greens, Herbs, Leeks, Lettuce, Peaches, Peppers, PMA Member, Radishes, Romaine, Spinach, Squash, Sweet Corn, Sweet Potatoes, Tomatoes, Turnips, Vegetables,",
"Vaccaro Inc, Thomas",,300 MIDDLE RD,HAMMONTON,NJ,08037-8905,USA,(609) 696-3145,,(609) 696-3345,,"Buying Broker, Shipper, Produce,","Cucumbers, Endive, Escarole, Fruits, Peaches, Peppers, Vegetables,",
"Vaccaro Inc, Thomas",,,VINELAND,NJ,8360,USA,(856) 696-3145,,(856) 696-3345,,"Buying Broker, Shipper, Produce,","Cucumbers, Endive, Escarole, Fruits, Peaches, Peppers, Vegetables,",
Valley Pride Sales Inc,,15356 Produce Ln,MOUNT VERNON,WA,98273-8731,USA,(360) 428-2717,sales@valleypridesales.com,(360) 428-3601,,"Broker, Grower, Packer, Sales Agency, Shipper, Produce,","Blueberries, Broccoli, Cauliflower, Cucumbers, Endive, Pickle Cucumbers, Potatoes, Raspberries, Strawberries, Sweet Corn,",
Van Solkema Produce Inc,,PO BOX 308,BYRON CENTER,MI,49315-0308,USA,(616) 878-1508,e-mail@vansolkemaproduce.com,(616) 878-1432,,"Fresh Cut Processor, Packer, Pre-Packager, Shipper, Produce,","Apples, Beets, Blueberries, Cabbage, Carrots, Cauliflower, Celery, Cucumbers, Eggplant, Endive, Escarole, Grapes, Green Beans, Green Onions, Greens, Herbs, Lettuce, Mustard Greens, Napa, Onions, Parsley, Parsnips, Peppers, Plums, Potatoes, Pumpkins, Radishes, Romaine, Spinach, Squash, Sweet Corn, Tomatoes, Turnips,",Http://www.vansolkemaproduce.com
Van Solkema Produce Inc,,760 John R Coleman Rd,REGISTER,GA,30452,USA,(912) 852-5800,,(912) 852-5858,,"Shipper, Produce,","Cabbage, Cucumbers, Fruits, Onions, Radishes, Squash, Vegetables,",
Van Solkema Produce Inc,,PO Box 308,BYRON CENTER,MI,49315-0308,USA,(229) 324-3510,,(229) 324-3520,,"Shipper, Produce,","Cabbage, Cucumbers, Eggplant, Fruits, Green Beans, Greens, Onions, Peppers, Radishes, Squash, Sweet Corn, Vegetables,",Http://www.vansolkemaproduce.com
Vandervoet & Associates Inc,,PO BOX 4172,RIO RICO,AZ,85648-4172,USA,(520) 281-0454,brianvandervoet@yahoo.com,(520) 281-1669,,"Grower, Shipper, Produce,","Cantaloupes, Melons,",
VanSingel Farms Produce Marketing LLC,,PO BOX 37,GRANT,MI,49327-0037,USA,(231) 834-5617,steve@vansingel.com,(231) 834-5610,,"Grower, Packer, Shipper, Produce,","Carrots, Celery, Fresh Cut, Mixed Vegetables, Onions, Parsnips, PMA Member, Turnips,",
Veg-Land Inc,,PO BOX 1267,FULLERTON,CA,92836-8267,USA,(714) 871-6712,,(714) 992-0433,,"Shipper, Produce,","Fruits, Vegetables,",
Veg-Pro Inc,,PO BOX 635,GRANT,MI,49327-0635,USA,(231) 834-5634,vegpro@mcats.net,(231) 834-5662,,"Buyer, Fresh Cut Processor, Packer, Repacker, Sales Agency, Shipper, Produce,","Cabbage, Carrots, Celery, Cucumbers, Fresh Cut, Fruits, Mixed Vegetables, Parsnips, Peppers, Squash, Turnips, Vegetables,",
Verdelli Farms Inc,,7505 Grayson Rd,HARRISBURG,PA,17111-5146,USA,(717) 561-2900,danv@verdelli.com,(717) 561-2941,,"Fresh Cut Processor, Food Service, Grower, Pre-Packager, Processor, Shipper, Produce,","Broccoli, Brussels Sprouts, Cabbage, Cantaloupes, Carrots, Cauliflower, Celery, Coleslaw, Endive, Escarole, Fresh Cut, Fruits, Green Beans, Greens, Honeydew Melons, Lettuce, Melons, Onions, Parsnips, Peppers, Pineapples, Romaine, Saladmix, Spinach, Tomatoes, Turnips,",Http://www.verdelli.com
Ward's Fruit & Produce Inc,,1109 AGRICULTURE ST,RALEIGH,NC,27603-2371,USA,(919) 828-4161,wardprod@bellsouth.net,(919) 828-9915,,"Distributor, Food Service, Shipper, Wholesaler, Produce,","Fruits, Strawberries, Tomatoes, Vegetables,",
Washington Harvest Inc,,PO BOX 7126,EAST WENATCHEE,WA,98802-0126,USA,(509) 886-1071,chuck@washingtonharvest.com,(509) 886-1081,,"Distributor, Packer, Shipper, Produce,","Apples, Asparagus, Cherries, Nectarines, Pears,",
Washington Rhubarb Growers Assn,,PO BOX 887,SUMNER,WA,98390-0160,USA,(253) 863-7333,wa_rhubarb@yahoo.com,(253) 863-2775,,"Distributor, Grower, Shipper, Produce,","Pumpkins, Rhubarb,",
Watervliet Fruit Exchange Inc,,PO BOX 146,WATERVLIET,MI,49098-0146,USA,(269) 463-3187,,(269) 463-3244,,"Cold Storage, Grower, Packer, Shipper, Produce,","Apples, Fruits, Peaches, Pears, Plums,",
"Watson Co, J C",,PO BOX 300,PARMA,ID,83660-0300,USA,(208) 722-5161,jonw@soobrand.com,(208) 722-6646,,"Grower, Packer, Shipper, Produce,","Onions, PMA Member, Potatoes,",Http://www.soobrand.com
Watsonville Berry Cooperative,,PO BOX 825,WATSONVILLE,CA,95077-0825,USA,(831) 724-5601,duane@berrycoop.com,(831) 761-0237,,"Grower, Shipper, Produce,","Blackberries, Organic, Raspberries, Strawberries, Strawberries,",Http://www.berrycoop.com
Weiser Farms Inc,,,NOGALES,AZ,85621-4022,USA,(800) 330-0383,,,,"Broker, Distributor, Shipper, Produce,","Cantaloupes, Cherry Tomatoes, Chili, Cucumbers, Fruits, Melons, Mexican Fruit, Mexican Vegetable, Peppers, Roma, Squash, Sweet Corn, Tomatoes, Vegetables, Watermelons,",
Well-Pict Inc,,PO BOX 973,WATSONVILLE,CA,95077-0973,USA,(831) 722-3871,dan@wellpict.com,(831) 722-6340,,"Grower, Importer, Shipper, Produce,","Blackberries, Blueberries, Organic, Raspberries, Strawberries,",Http://www.wellpict.com
Wescott Agri Products Inc,,28085 Country 25,ELGIN,MN,55932-9703,USA,(507) 876-2891,fred@wescottorchard.com,(507) 876-2820,,"Broker, Distributor, Grower, Jobber, Processor, Repacker, Supplier, Allied, Produce,","Apples, Apricots, Asparagus, Cherries, Fruits, Grapefruit, Grapes, Nectarines, Oranges, Peaches, Pears, Plums, Vegetables,",Http://www.wescottagriproducts.com
Western Potatoes Inc,,PO BOX 755,ALLIANCE,NE,69301-0755,USA,(308) 762-4917,westpoinc@bbc.net,(308) 762-7656,,"Grower, Shipper, Produce,","Chip, Potatoes, Seed Potatoes,",
Western Produce Sales,,PO BOX 1828,SANTA YNEZ,CA,93460-1828,USA,(805) 688-2737,westernproduce1@yahoo.com,(805) 688-3265,,"Buying Broker, Shipper, Produce,","Avocados, Cauliflower, Cherry Tomatoes, Cucumbers, Fruits, Squash, Strawberries, Tomatoes, Vegetables,",
Western Veg-Produce Inc,,PO BOX 82543,BAKERSFIELD,CA,93380-2543,USA,(661) 637-2362,,(661) 637-2365,,"Broker, Distributor, Exporter, Grower, Packer, Shipper, Produce,","Cabbage, Carrots, Fresh Cut, Fruits, Lettuce, Melons, Onions, Parsnips, Potatoes, Strawberries, Turnips, Vegetables,",Http://www.wvegpro.com
Williams Farms LLC,,5077 RUSSELL RD,MARION,NY,14505-9324,USA,(315) 926-5770,jwilliamsfarms@aol.com,(315) 926-4610,,"Grower, Packer, Shipper, Produce,","Apples, Cabbage, Onions, Potatoes,",
Williams Produce Inc,,111 CABBAGE RD,MOULTRIE,GA,31788-1050,USA,(229) 324-2242,,(229) 324-2501,,"Broker, Grower, Shipper, Produce,","Cabbage, Cucumbers, Greens, Melons, Peppers, Vegetables,",
Windsor Distributing Inc,,6820 M 140,EAU CLAIRE,MI,49111,USA,(269) 461-3458,,(269) 461-6345,,"Buying Broker, Broker, Shipper, Produce,","Apples, Cabbage, Carrots, Celery, Cucumbers, Eggplant, Fruits, Green Beans, Onions, Peppers, Potatoes, Squash, Sweet Corn, Vegetables,",Http://www.windsor-dist.com
Windsor Distributing Inc,,19 Lee Terr,PEMBROKE,MA,2359,USA,(781) 293-6555,peterl@windsor-dist.com,(781) 293-5487,,"Buying Broker, Broker, Shipper, Produce,","Asparagus, Broccoli, Cauliflower, Celery, Green Leaf Lettuce, Lettuce, Mixed Vegetables, Strawberries,",Http://www.windsor-dist.com
Windsor Distributing Inc,,723 San Vicente Dr,MORGAN HILL,CA,95037,USA,(408) 778-9605,vincearosa@aol.com,,,"Distributor, Shipper, Produce,","Asian Vegetables, Broccoli, Vegetables,",Http://www.windsor-dist.com
Winston Tomato Inc,,848 N Trade St,WINSTON SALEM,NC,27101,USA,(336) 777-0557,,(336) 750-0454,,"Jobber, Packer, Produce,","Fruits, Tomatoes, Vegetables,",
Wirz Inc,,N3581 WIRZ LN,ANTIGO,WI,54409-8766,USA,(715) 627-7739,wirzinc@yahoo.com,(715) 627-4523,,"Grower, Shipper, Produce,","Potatoes, Seed Potatoes,",
Wong Potatoes Inc,,17600 HIGHWAY 39,KLAMATH FALLS,OR,97603-9756,USA,(541) 798-5353,wongspud@fireserve.net,(541) 798-1113,,"Grower, Shipper, Produce,","Onions, Organic, Potatoes,",
Worzella & Sons Inc,,2801 HOOVER AVE,PLOVER,WI,54467-3129,USA,(715) 344-4098,,(715) 344-4803,,"Grower, Shipper, Produce,","Green Beans, Potatoes, Sweet Corn,",
Yakima Fruit & Cold Storage Co Inc,,PO BOX 91,YAKIMA,WA,98907-0091,USA,(509) 877-0440,,(509) 877-0940,,"Cold Storage, Grower, Shipper, Produce,","Apples,",
Youngstown Grape Distributors Inc,,PO BOX 271,REEDLEY,CA,93654-0271,USA,(559) 638-2271,,(559) 638-8402,,"Grower, Shipper, Produce,","Grapes, Nectarines, Peaches, Persimmons, Plums, Pomegranates,",
"Zaninovich Inc, Marko",,1998 ROAD 152,DELANO,CA,93215-9437,USA,(661) 792-3141,ginettebrock@sunviewmarketing.com,(661) 792-2297,,"Grower, Packer, Shipper, Produce,","Grapes, Grapes, Organic, Persimmons, Raisins,",Http://www.sunviewmarketing.com
1st Choice Grape Tomato Farms LLC,Kyra Nasser,,PHARR,TX,,,(956) 702-4451,,,,,"Fruits, Vegetables,",
A 3 Brand Produce Co LLC,Luis ,,PLANO,TX,,,(214) 295-8608,,,,,"Bananas, Dominico Banana, Exotic Fruits, Limes, Mangoes, Papayas, Pineapples, Plantain, Rambutan, Star Fruit (Carambola), Tropical Fruits,",
Abbott IPCO Inc,Marvin,,DALLAS,TX,,,(214) 341-1585,,,LTL only,,"Annuals, Blooming Plants, Bulbs, Perennials,",
ABCO Produce Inc,Fernando,,HIDALGO,TX,,,(956) 843-6932,,,,,"Avocados, Carrots, Celery, Cilantro, Jalapeño Pepper, Lettuce, Limes, Mexican Fruit, Mexican Vegetable, Onions, Peppers, Poblano, Potatoes, Serrano, Squash, Tomatoes,",
Above All Produce Inc,See comments,,MCALLEN,TX,,,(956) 618-2110,,,Season starts: June -,,"Blueberries, Cabbage, Cucumbers, Eggplant, Fruits, Greens, Peaches, Peppers, Squash, Tomatoes, Vegetables, Watermelons,",
Agromod Produce Inc,Lynda,,HIDALGO,TX,,,(956) 618-2139,,,,,"Mangoes, Papayas,",
Akin & Porter Produce Inc,Read comments,,OLMITO,TX,,,(956) 350-5151,,,Joe Porter or Roger Stewart 8-227-2253,,"Vegetables,",
Amigos Canning Co.,Isele,,SAN ANTONIO,TX,,,(210)-798-5360,,,,,,
Aloe King,Christi,,MERCEDES,TX,,,(956) 565-5102,,,,,"Aloe Vera, Cactus Leaves, Juice, Plants, Vegetables,",
Anderson Produce,Dustin,,EDINBURG,TX,,,(956) 287-8100,,,Season: starts in March,,"Watermelons,"
Angeles Produce LLC,Luis Seqovia,,HIDALGO,TX,,,(956) 566-1265,,,Luis is the owner,,"Fruits, Vegetables,"
Armendariz Packing,Disconnected,,PRESIDIO,TX,,,(432) 229-3546,,,,,"Cantaloupes, Onions,"
A-W Produce Co Inc,Shad,,WESLACO,TX,,,(956) 447-5551,,,,,"Broccoli, Cabbage, Cantaloupes, Carrots, Cucumbers, Fruits, Greens, Honeydew Melons, Melons, Mexican Fruit, Mexican Vegetable, Mixed Vegetables, Onions, Parsley, Peppers, Spinach, Turnips, Vegetables, Watermelons,"
B & B Onions Inc,Read comments,,PARIS,TX,,,(580) 326-9651,,,"Barker Bkg Las Cruces,NM ",,"Onions,"
Bagley Produce Company Inc,Jeff Faucett,,EDINBURG,TX,,,(956) 381-8126,,,Ready in December,,"Limes, Onions, Watermelons,"
"Barrett Produce Co Inc, Richard",Max,,MULESHOE,TX,,,(806) 272-4546,,,Season starts in March,,"Dried Beans, Potatoes,"
BD Tropical Inc,N/A,,MISSION,TX,,,(956) 783-9945,,,Season starts in March,,"Limes, Mangoes, Prickly/Tuna Pear, Tropical Fruits,"
Bebo Distributing Co Inc,Jimmie,,MCALLEN,TX,,,(956) 702-4415,,,,,"Asparagus, Broccoli, Cabbage, Carrots, Cucumbers, Green Beans, Honeydew Melons, Limes, Mangoes, Melons, Mexican Fruit, Mexican Vegetable, Mixed Vegetables, Onions, Peppers, Squash, Watermelons,"
